0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.025000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.050000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.100000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.150000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.200000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.350000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.475000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.650000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.775000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,0.925000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.050000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.175000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.250000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.300000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.325000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.350000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.375000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.450000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.525000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.600000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.700000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.775000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.850000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.010000,1.925000,0.0000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
